state_county,incidentType,size
Montana Sheridan County,Flood,2
Montana Sheridan County,Hurricane,1
Montana Sheridan County,Severe Storm(s),2
Montana Sheridan County,Snow,1
Montana Silver Bow County,Biological,2
Montana Silver Bow County,Fire,13
Montana Silver Bow County,Flood,3
Montana Silver Bow County,Hurricane,1
Montana Silver Bow County,Severe Storm(s),1
Montana Silver Bow County,Snow,1
Montana Stillwater County,Biological,2
Montana Stillwater County,Fire,16
Montana Stillwater County,Flood,6
Montana Stillwater County,Hurricane,1
Montana Stillwater County,Severe Storm(s),2
Montana Stillwater County,Snow,1
Montana Sweet Grass County,Biological,2
Montana Sweet Grass County,Fire,14
Montana Sweet Grass County,Flood,3
Montana Sweet Grass County,Hurricane,1
Montana Sweet Grass County,Severe Storm(s),2
Montana Sweet Grass County,Snow,1
Montana Teton County,Biological,2
Montana Teton County,Drought,1
Montana Teton County,Fire,13
Montana Teton County,Flood,4
Montana Teton County,Hurricane,1
Montana Teton County,Severe Storm(s),2
Montana Teton County,Snow,1
Montana Toole County,Biological,2
Montana Toole County,Fire,12
Montana Toole County,Flood,5
Montana Toole County,Hurricane,1
Montana Toole County,Severe Storm(s),4
Montana Toole County,Snow,1
Montana Treasure County,Biological,2
Montana Treasure County,Fire,12
Montana Treasure County,Flood,6
Montana Treasure County,Hurricane,1
Montana Treasure County,Severe Storm(s),2
Montana Treasure County,Snow,1
Montana Valley County,Biological,2
Montana Valley County,Fire,11
Montana Valley County,Flood,7
Montana Valley County,Hurricane,1
Montana Valley County,Severe Storm(s),3
Montana Valley County,Snow,1
Montana Wheatland County,Biological,2
Montana Wheatland County,Fire,12
Montana Wheatland County,Flood,4
Montana Wheatland County,Hurricane,1
Montana Wheatland County,Severe Storm(s),2
Montana Wheatland County,Snow,1
Montana Wibaux County,Biological,2
Montana Wibaux County,Fire,11
Montana Wibaux County,Flood,2
Montana Wibaux County,Hurricane,1
Montana Wibaux County,Severe Storm(s),2
Montana Wibaux County,Snow,1
Montana Yellowstone County,Biological,2
Montana Yellowstone County,Fire,18
Montana Yellowstone County,Flood,4
Montana Yellowstone County,Hurricane,1
Montana Yellowstone County,Severe Storm(s),2
Montana Yellowstone County,Snow,1
Nebraska Adams County,Biological,2
Nebraska Adams County,Flood,9
Nebraska Adams County,Hurricane,1
Nebraska Adams County,Severe Ice Storm,1
Nebraska Adams County,Severe Storm(s),10
Nebraska Antelope County,Biological,2
Nebraska Antelope County,Flood,8
Nebraska Antelope County,Hurricane,1
Nebraska Antelope County,Severe Storm(s),6
Nebraska Antelope County,Snow,1
Nebraska Arthur County,Biological,2
Nebraska Arthur County,Flood,8
Nebraska Arthur County,Hurricane,1
Nebraska Arthur County,Severe Storm(s),4
Nebraska Banner County,Biological,2
Nebraska Banner County,Flood,6
Nebraska Banner County,Hurricane,1
Nebraska Banner County,Severe Storm(s),3
Nebraska Blaine County,Biological,2
Nebraska Blaine County,Flood,6
Nebraska Blaine County,Hurricane,1
Nebraska Blaine County,Severe Storm(s),7
Nebraska Blaine County,Snow,1
Nebraska Boone County,Biological,2
Nebraska Boone County,Flood,11
Nebraska Boone County,Hurricane,1
Nebraska Boone County,Severe Storm(s),8
Nebraska Boone County,Snow,1
Nebraska Box Butte County,Biological,2
Nebraska Box Butte County,Flood,6
Nebraska Box Butte County,Hurricane,1
Nebraska Box Butte County,Severe Storm(s),5
Nebraska Boyd County,Biological,2
Nebraska Boyd County,Drought,1
Nebraska Boyd County,Flood,12
Nebraska Boyd County,Hurricane,1
Nebraska Boyd County,Severe Storm(s),5
Nebraska Boyd County,Snow,1
Nebraska Brown County,Biological,2
Nebraska Brown County,Flood,7
Nebraska Brown County,Hurricane,1
Nebraska Brown County,Severe Storm(s),6
Nebraska Buffalo County,Biological,2
Nebraska Buffalo County,Flood,9
Nebraska Buffalo County,Hurricane,1
Nebraska Buffalo County,Severe Storm(s),10
Nebraska Buffalo County,Snow,1
Nebraska Burt County,Biological,2
Nebraska Burt County,Flood,11
Nebraska Burt County,Hurricane,1
Nebraska Burt County,Severe Storm(s),7
Nebraska Burt County,Tornado,1
Nebraska Butler County,Biological,2
Nebraska Butler County,Flood,10
Nebraska Butler County,Hurricane,1
Nebraska Butler County,Severe Ice Storm,1
Nebraska Butler County,Severe Storm(s),8
Nebraska Cass County,Biological,2
Nebraska Cass County,Flood,13
Nebraska Cass County,Hurricane,1
Nebraska Cass County,Severe Storm(s),12
Nebraska Cass County,Tornado,1
Nebraska Cedar County,Biological,2
Nebraska Cedar County,Flood,10
Nebraska Cedar County,Hurricane,1
Nebraska Cedar County,Severe Storm(s),6
Nebraska Cedar County,Tornado,2
Nebraska Chase County,Biological,2
Nebraska Chase County,Flood,6
Nebraska Chase County,Hurricane,1
Nebraska Chase County,Severe Storm(s),8
Nebraska Cherry County,Biological,2
Nebraska Cherry County,Fire,1
Nebraska Cherry County,Flood,7
Nebraska Cherry County,Hurricane,1
Nebraska Cherry County,Severe Storm(s),5
Nebraska Cheyenne County,Biological,2
Nebraska Cheyenne County,Flood,6
Nebraska Cheyenne County,Hurricane,1
Nebraska Cheyenne County,Severe Storm(s),4
Nebraska Cheyenne County,Snow,1
Nebraska Clay County,Biological,2
Nebraska Clay County,Flood,9
Nebraska Clay County,Hurricane,1
Nebraska Clay County,Severe Ice Storm,1
Nebraska Clay County,Severe Storm(s),7
Nebraska Clay County,Snow,1
Nebraska Clay County,Tornado,1
Nebraska Colfax County,Biological,2
Nebraska Colfax County,Flood,14
Nebraska Colfax County,Hurricane,1
Nebraska Colfax County,Severe Storm(s),5
Nebraska Colfax County,Tornado,1
Nebraska Cuming County,Biological,2
Nebraska Cuming County,Flood,13
Nebraska Cuming County,Hurricane,1
Nebraska Cuming County,Severe Storm(s),11
Nebraska Cuming County,Tornado,1
Nebraska Custer County,Biological,2
Nebraska Custer County,Flood,8
Nebraska Custer County,Hurricane,1
Nebraska Custer County,Severe Storm(s),12
Nebraska Custer County,Snow,2
Nebraska Dakota County,Biological,2
Nebraska Dakota County,Flood,12
Nebraska Dakota County,Hurricane,1
Nebraska Dakota County,Severe Storm(s),4
Nebraska Dawes County,Biological,2
Nebraska Dawes County,Fire,2
Nebraska Dawes County,Flood,7
Nebraska Dawes County,Hurricane,1
Nebraska Dawes County,Severe Storm(s),3
Nebraska Dawson County,Biological,2
Nebraska Dawson County,Flood,8
Nebraska Dawson County,Hurricane,1
Nebraska Dawson County,Severe Storm(s),6
Nebraska Dawson County,Snow,1
Nebraska Deuel County,Biological,2
Nebraska Deuel County,Flood,6
Nebraska Deuel County,Hurricane,1
Nebraska Deuel County,Severe Storm(s),4
Nebraska Deuel County,Snow,1
Nebraska Dixon County,Biological,2
Nebraska Dixon County,Flood,12
Nebraska Dixon County,Hurricane,1
Nebraska Dixon County,Severe Storm(s),8
Nebraska Dixon County,Tornado,1
Nebraska Dodge County,Biological,2
Nebraska Dodge County,Flood,12
Nebraska Dodge County,Hurricane,1
Nebraska Dodge County,Severe Storm(s),8
Nebraska Dodge County,Tornado,1
Nebraska Douglas County,Biological,2
Nebraska Douglas County,Flood,12
Nebraska Douglas County,Hurricane,1
Nebraska Douglas County,Severe Storm(s),11
Nebraska Douglas County,Tornado,2
Nebraska Dundy County,Biological,2
Nebraska Dundy County,Flood,6
Nebraska Dundy County,Hurricane,1
Nebraska Dundy County,Severe Storm(s),7
Nebraska Fillmore County,Biological,2
Nebraska Fillmore County,Flood,8
Nebraska Fillmore County,Hurricane,1
Nebraska Fillmore County,Severe Ice Storm,1
Nebraska Fillmore County,Severe Storm(s),10
Nebraska Fillmore County,Snow,1
Nebraska Fillmore County,Tornado,2
Nebraska Franklin County,Biological,2
Nebraska Franklin County,Flood,8
Nebraska Franklin County,Hurricane,1
Nebraska Franklin County,Severe Storm(s),4
Nebraska Frontier County,Biological,2
Nebraska Frontier County,Fire,1
Nebraska Frontier County,Flood,8
Nebraska Frontier County,Hurricane,1
Nebraska Frontier County,Severe Storm(s),8
Nebraska Frontier County,Snow,1
Nebraska Furnas County,Biological,2
Nebraska Furnas County,Fire,1
Nebraska Furnas County,Flood,8
Nebraska Furnas County,Hurricane,1
Nebraska Furnas County,Severe Storm(s),8
Nebraska Furnas County,Snow,1
Nebraska Gage County,Biological,2
Nebraska Gage County,Flood,10
Nebraska Gage County,Hurricane,1
Nebraska Gage County,Severe Ice Storm,2
Nebraska Gage County,Severe Storm(s),12
Nebraska Gage County,Tornado,1
Nebraska Garden County,Biological,2
Nebraska Garden County,Flood,8
Nebraska Garden County,Hurricane,1
Nebraska Garden County,Severe Storm(s),4
Nebraska Garfield County,Biological,2
Nebraska Garfield County,Flood,6
Nebraska Garfield County,Hurricane,1
Nebraska Garfield County,Severe Storm(s),8
Nebraska Garfield County,Snow,2
Nebraska Gosper County,Biological,2
Nebraska Gosper County,Flood,8
Nebraska Gosper County,Hurricane,1
Nebraska Gosper County,Severe Storm(s),6
Nebraska Gosper County,Snow,2
Nebraska Grant County,Biological,2
Nebraska Grant County,Flood,6
Nebraska Grant County,Hurricane,1
Nebraska Grant County,Severe Storm(s),1
Nebraska Greeley County,Biological,2
Nebraska Greeley County,Flood,10
Nebraska Greeley County,Hurricane,1
Nebraska Greeley County,Severe Storm(s),10
Nebraska Greeley County,Snow,1
Nebraska Hall County,Biological,2
Nebraska Hall County,Flood,9
Nebraska Hall County,Hurricane,1
Nebraska Hall County,Severe Ice Storm,1
Nebraska Hall County,Severe Storm(s),7
Nebraska Hall County,Snow,1
Nebraska Hall County,Tornado,1
Nebraska Hamilton County,Biological,2
Nebraska Hamilton County,Flood,7
Nebraska Hamilton County,Hurricane,1
Nebraska Hamilton County,Severe Ice Storm,1
Nebraska Hamilton County,Severe Storm(s),13
Nebraska Hamilton County,Snow,1
Nebraska Hamilton County,Tornado,1
Nebraska Harlan County,Biological,2
Nebraska Harlan County,Flood,8
Nebraska Harlan County,Hurricane,1
Nebraska Harlan County,Severe Storm(s),7
Nebraska Harlan County,Snow,1
Nebraska Hayes County,Biological,2
Nebraska Hayes County,Flood,9
Nebraska Hayes County,Hurricane,1
Nebraska Hayes County,Severe Storm(s),9
Nebraska Hayes County,Snow,1
Nebraska Hayes County,Tornado,1
Nebraska Hitchcock County,Biological,2
Nebraska Hitchcock County,Flood,5
Nebraska Hitchcock County,Hurricane,1
Nebraska Hitchcock County,Severe Storm(s),4
Nebraska Hitchcock County,Snow,1
Nebraska Holt County,Biological,2
Nebraska Holt County,Flood,7
Nebraska Holt County,Hurricane,1
Nebraska Holt County,Severe Storm(s),9
Nebraska Holt County,Snow,1
Nebraska Hooker County,Biological,2
Nebraska Hooker County,Flood,6
Nebraska Hooker County,Hurricane,1
Nebraska Hooker County,Severe Storm(s),2
Nebraska Howard County,Biological,2
Nebraska Howard County,Flood,10
Nebraska Howard County,Hurricane,1
Nebraska Howard County,Severe Storm(s),9
Nebraska Howard County,Snow,1
Nebraska Howard County,Tornado,2
Nebraska Jefferson County,Biological,2
Nebraska Jefferson County,Flood,12
Nebraska Jefferson County,Hurricane,1
Nebraska Jefferson County,Severe Ice Storm,2
Nebraska Jefferson County,Severe Storm(s),10
Nebraska Jefferson County,Tornado,1
Nebraska Johnson County,Biological,2
Nebraska Johnson County,Flood,11
Nebraska Johnson County,Hurricane,1
Nebraska Johnson County,Severe Ice Storm,1
Nebraska Johnson County,Severe Storm(s),11
Nebraska Kearney County,Biological,2
Nebraska Kearney County,Flood,8
Nebraska Kearney County,Hurricane,1
Nebraska Kearney County,Severe Ice Storm,1
Nebraska Kearney County,Severe Storm(s),9
Nebraska Keith County,Biological,2
Nebraska Keith County,Flood,5
Nebraska Keith County,Hurricane,1
Nebraska Keith County,Severe Storm(s),3
Nebraska Keith County,Snow,1
Nebraska Keya Paha County,Biological,2
Nebraska Keya Paha County,Drought,1
Nebraska Keya Paha County,Flood,7
Nebraska Keya Paha County,Hurricane,1
Nebraska Keya Paha County,Severe Storm(s),7
Nebraska Kimball County,Biological,2
Nebraska Kimball County,Flood,6
Nebraska Kimball County,Hurricane,1
Nebraska Kimball County,Severe Storm(s),3
Nebraska Knox County,Biological,2
Nebraska Knox County,Flood,12
Nebraska Knox County,Hurricane,1
Nebraska Knox County,Severe Storm(s),7
Nebraska Knox County,Snow,1
Nebraska Lancaster County,Biological,2
Nebraska Lancaster County,Flood,10
Nebraska Lancaster County,Hurricane,1
Nebraska Lancaster County,Severe Storm(s),5
Nebraska Lincoln County,Biological,2
Nebraska Lincoln County,Flood,8
Nebraska Lincoln County,Hurricane,1
Nebraska Lincoln County,Severe Storm(s),9
Nebraska Lincoln County,Snow,1
Nebraska Logan County,Biological,2
Nebraska Logan County,Flood,6
Nebraska Logan County,Hurricane,1
Nebraska Logan County,Severe Storm(s),9
Nebraska Logan County,Snow,1
Nebraska Loup County,Biological,2
Nebraska Loup County,Flood,7
Nebraska Loup County,Hurricane,1
Nebraska Loup County,Severe Storm(s),8
Nebraska Loup County,Snow,1
Nebraska Madison County,Biological,2
Nebraska Madison County,Flood,11
Nebraska Madison County,Hurricane,1
Nebraska Madison County,Severe Ice Storm,1
Nebraska Madison County,Severe Storm(s),8
Nebraska Madison County,Snow,1
Nebraska McPherson County,Biological,2
Nebraska McPherson County,Flood,5
Nebraska McPherson County,Hurricane,1
Nebraska McPherson County,Severe Storm(s),6
Nebraska Merrick County,Biological,2
Nebraska Merrick County,Flood,10
Nebraska Merrick County,Hurricane,1
Nebraska Merrick County,Severe Ice Storm,1
Nebraska Merrick County,Severe Storm(s),4
Nebraska Merrick County,Snow,1
Nebraska Merrick County,Tornado,1
Nebraska Morrill County,Biological,2
Nebraska Morrill County,Flood,7
Nebraska Morrill County,Hurricane,1
Nebraska Morrill County,Severe Storm(s),9
Nebraska Nance County,Biological,2
Nebraska Nance County,Flood,11
Nebraska Nance County,Hurricane,1
Nebraska Nance County,Severe Storm(s),7
Nebraska Nance County,Snow,1
Nebraska Nemaha County,Biological,2
Nebraska Nemaha County,Flood,12
Nebraska Nemaha County,Hurricane,1
Nebraska Nemaha County,Severe Ice Storm,1
Nebraska Nemaha County,Severe Storm(s),11
Nebraska Nemaha County,Tornado,1
Nebraska Nuckolls County,Biological,2
Nebraska Nuckolls County,Flood,11
Nebraska Nuckolls County,Hurricane,1
Nebraska Nuckolls County,Severe Ice Storm,1
Nebraska Nuckolls County,Severe Storm(s),8
Nebraska Nuckolls County,Snow,1
Nebraska Otoe County,Biological,2
Nebraska Otoe County,Flood,12
Nebraska Otoe County,Hurricane,1
Nebraska Otoe County,Severe Ice Storm,1
Nebraska Otoe County,Severe Storm(s),10
Nebraska Otoe County,Tornado,1
Nebraska Pawnee County,Biological,2
Nebraska Pawnee County,Flood,11
Nebraska Pawnee County,Hurricane,1
Nebraska Pawnee County,Severe Ice Storm,1
Nebraska Pawnee County,Severe Storm(s),10
Nebraska Perkins County,Biological,2
Nebraska Perkins County,Flood,5
Nebraska Perkins County,Hurricane,1
Nebraska Perkins County,Severe Storm(s),7
Nebraska Phelps County,Biological,2
Nebraska Phelps County,Flood,8
Nebraska Phelps County,Hurricane,1
Nebraska Phelps County,Severe Storm(s),7
Nebraska Phelps County,Snow,1
Nebraska Pierce County,Biological,2
Nebraska Pierce County,Flood,11
Nebraska Pierce County,Hurricane,1
Nebraska Pierce County,Severe Storm(s),7
Nebraska Pierce County,Snow,1
Nebraska Platte County,Biological,2
Nebraska Platte County,Flood,13
Nebraska Platte County,Hurricane,1
Nebraska Platte County,Severe Ice Storm,1
Nebraska Platte County,Severe Storm(s),8
Nebraska Platte County,Snow,1
Nebraska Polk County,Biological,2
Nebraska Polk County,Flood,9
Nebraska Polk County,Hurricane,1
Nebraska Polk County,Severe Ice Storm,1
Nebraska Polk County,Severe Storm(s),10
Nebraska Red Willow County,Biological,2
Nebraska Red Willow County,Fire,1
Nebraska Red Willow County,Flood,5
Nebraska Red Willow County,Hurricane,1
Nebraska Red Willow County,Severe Storm(s),8
Nebraska Red Willow County,Snow,1
Nebraska Richardson County,Biological,2
Nebraska Richardson County,Flood,13
Nebraska Richardson County,Hurricane,1
Nebraska Richardson County,Severe Ice Storm,1
Nebraska Richardson County,Severe Storm(s),9
Nebraska Richardson County,Tornado,1
Nebraska Rock County,Biological,2
Nebraska Rock County,Flood,6
Nebraska Rock County,Hurricane,1
Nebraska Rock County,Severe Storm(s),9
Nebraska Rock County,Snow,1
Nebraska Saline County,Biological,2
Nebraska Saline County,Flood,10
Nebraska Saline County,Hurricane,1
Nebraska Saline County,Severe Ice Storm,1
Nebraska Saline County,Severe Storm(s),8
Nebraska Saline County,Tornado,2
Nebraska Sarpy County,Biological,2
Nebraska Sarpy County,Flood,13
Nebraska Sarpy County,Hurricane,1
Nebraska Sarpy County,Severe Storm(s),10
Nebraska Sarpy County,Tornado,1
Nebraska Saunders County,Biological,2
Nebraska Saunders County,Flood,12
Nebraska Saunders County,Hurricane,1
Nebraska Saunders County,Severe Ice Storm,1
Nebraska Saunders County,Severe Storm(s),12
Nebraska Saunders County,Tornado,2
Nebraska Scotts Bluff County,Biological,2
Nebraska Scotts Bluff County,Flood,8
Nebraska Scotts Bluff County,Hurricane,1
Nebraska Scotts Bluff County,Severe Storm(s),2
Nebraska Seward County,Biological,2
Nebraska Seward County,Flood,10
Nebraska Seward County,Hurricane,1
Nebraska Seward County,Severe Ice Storm,1
Nebraska Seward County,Severe Storm(s),7
Nebraska Seward County,Tornado,1
Nebraska Sheridan County,Biological,2
Nebraska Sheridan County,Fire,1
Nebraska Sheridan County,Flood,6
Nebraska Sheridan County,Hurricane,1
Nebraska Sheridan County,Severe Storm(s),4
Nebraska Sherman County,Biological,2
Nebraska Sherman County,Flood,11
Nebraska Sherman County,Hurricane,1
Nebraska Sherman County,Severe Storm(s),7
Nebraska Sherman County,Snow,2
Nebraska Sioux County,Biological,2
Nebraska Sioux County,Fire,2
Nebraska Sioux County,Flood,7
Nebraska Sioux County,Hurricane,1
Nebraska Sioux County,Severe Storm(s),5
Nebraska Stanton County,Biological,2
Nebraska Stanton County,Flood,13
Nebraska Stanton County,Hurricane,1
Nebraska Stanton County,Severe Storm(s),7
Nebraska Stanton County,Tornado,1
Nebraska Thayer County,Biological,2
Nebraska Thayer County,Flood,11
Nebraska Thayer County,Hurricane,1
Nebraska Thayer County,Severe Ice Storm,2
Nebraska Thayer County,Severe Storm(s),9
Nebraska Thayer County,Tornado,1
Nebraska Thomas County,Biological,2
Nebraska Thomas County,Fire,1
Nebraska Thomas County,Flood,5
Nebraska Thomas County,Hurricane,1
Nebraska Thomas County,Severe Storm(s),5
Nebraska Thurston County,Biological,2
Nebraska Thurston County,Flood,12
Nebraska Thurston County,Hurricane,1
Nebraska Thurston County,Severe Storm(s),11
Nebraska Thurston County,Tornado,1
Nebraska Valley County,Biological,2
Nebraska Valley County,Flood,9
Nebraska Valley County,Hurricane,1
Nebraska Valley County,Severe Storm(s),9
Nebraska Valley County,Snow,2
Nebraska Washington County,Biological,2
Nebraska Washington County,Flood,11
Nebraska Washington County,Hurricane,1
Nebraska Washington County,Severe Storm(s),9
Nebraska Washington County,Tornado,1
Nebraska Wayne County,Biological,2
Nebraska Wayne County,Flood,9
Nebraska Wayne County,Hurricane,1
Nebraska Wayne County,Severe Storm(s),10
Nebraska Wayne County,Tornado,1
Nebraska Webster County,Biological,2
Nebraska Webster County,Flood,8
Nebraska Webster County,Hurricane,1
Nebraska Webster County,Severe Ice Storm,1
Nebraska Webster County,Severe Storm(s),6
Nebraska Webster County,Snow,1
Nebraska Wheeler County,Biological,2
Nebraska Wheeler County,Flood,7
Nebraska Wheeler County,Hurricane,1
Nebraska Wheeler County,Severe Storm(s),8
Nebraska Wheeler County,Snow,1
Nebraska York County,Biological,2
Nebraska York County,Flood,9
Nebraska York County,Hurricane,1
Nebraska York County,Severe Ice Storm,1
Nebraska York County,Severe Storm(s),10
Nebraska York County,Tornado,1
Nevada Carson City,Earthquake,1
Nevada Carson City,Fire,12
Nevada Carson City,Flood,5
Nevada Churchill County,Biological,2
Nevada Churchill County,Earthquake,1
Nevada Churchill County,Fire,12
Nevada Churchill County,Flood,5
Nevada Churchill County,Hurricane,1
Nevada Churchill County,Severe Storm(s),2
Nevada Churchill County,Snow,2
Nevada Clark County,Biological,2
Nevada Clark County,Earthquake,1
Nevada Clark County,Fire,17
Nevada Clark County,Flood,7
Nevada Clark County,Hurricane,1
Nevada Clark County,Severe Storm(s),2
Nevada Clark County,Snow,2
Nevada Douglas County,Biological,2
Nevada Douglas County,Earthquake,1
Nevada Douglas County,Fire,23
Nevada Douglas County,Flood,7
Nevada Douglas County,Hurricane,1
Nevada Douglas County,Severe Storm(s),4
Nevada Douglas County,Snow,2
Nevada Elko County,Biological,2
Nevada Elko County,Drought,1
Nevada Elko County,Earthquake,1
Nevada Elko County,Fire,23
Nevada Elko County,Flood,5
Nevada Elko County,Hurricane,1
Nevada Elko County,Severe Storm(s),2
Nevada Elko County,Snow,2
Nevada Esmeralda County,Biological,2
Nevada Esmeralda County,Earthquake,1
Nevada Esmeralda County,Fire,12
Nevada Esmeralda County,Flood,5
Nevada Esmeralda County,Hurricane,1
Nevada Eureka County,Biological,2
Nevada Eureka County,Drought,1
Nevada Eureka County,Earthquake,1
Nevada Eureka County,Fire,13
Nevada Eureka County,Flood,5
Nevada Eureka County,Hurricane,1
Nevada Eureka County,Snow,2
Nevada Humboldt County,Biological,2
Nevada Humboldt County,Drought,1
Nevada Humboldt County,Earthquake,1
Nevada Humboldt County,Fire,12
Nevada Humboldt County,Flood,6
Nevada Humboldt County,Hurricane,1
Nevada Humboldt County,Severe Storm(s),1
Nevada Humboldt County,Snow,2
Nevada Lander County,Biological,2
Nevada Lander County,Drought,1
Nevada Lander County,Earthquake,1
Nevada Lander County,Fire,12
Nevada Lander County,Flood,5
Nevada Lander County,Hurricane,1
Nevada Lander County,Snow,2
Nevada Lincoln County,Biological,2
Nevada Lincoln County,Earthquake,1
Nevada Lincoln County,Fire,13
Nevada Lincoln County,Flood,5
Nevada Lincoln County,Hurricane,1
Nevada Lincoln County,Severe Storm(s),1
Nevada Lincoln County,Snow,2
Nevada Lyon County,Biological,2
Nevada Lyon County,Earthquake,1
Nevada Lyon County,Fire,14
Nevada Lyon County,Flood,7
Nevada Lyon County,Hurricane,1
Nevada Lyon County,Severe Storm(s),4
Nevada Lyon County,Snow,2
Nevada Mineral County,Biological,2
Nevada Mineral County,Earthquake,1
Nevada Mineral County,Fire,12
Nevada Mineral County,Flood,5
Nevada Mineral County,Hurricane,1
Nevada Mineral County,Severe Storm(s),1
Nevada Mineral County,Snow,2
Nevada Nye County,Biological,2
Nevada Nye County,Earthquake,1
Nevada Nye County,Fire,12
Nevada Nye County,Flood,5
Nevada Nye County,Hurricane,1
Nevada Nye County,Snow,2
Nevada Pershing County,Biological,2
Nevada Pershing County,Earthquake,1
Nevada Pershing County,Fire,12
Nevada Pershing County,Flood,5
Nevada Pershing County,Hurricane,1
Nevada Pershing County,Snow,1
Nevada Storey County,Biological,2
Nevada Storey County,Earthquake,1
Nevada Storey County,Fire,13
Nevada Storey County,Flood,7
Nevada Storey County,Hurricane,1
Nevada Storey County,Severe Storm(s),4
Nevada Storey County,Snow,2
Nevada Washoe County,Biological,2
Nevada Washoe County,Earthquake,1
Nevada Washoe County,Fire,42
Nevada Washoe County,Flood,7
Nevada Washoe County,Hurricane,1
Nevada Washoe County,Severe Storm(s),4
Nevada Washoe County,Snow,2
Nevada White Pine County,Biological,2
Nevada White Pine County,Drought,1
Nevada White Pine County,Earthquake,1
Nevada White Pine County,Fire,12
Nevada White Pine County,Flood,6
Nevada White Pine County,Hurricane,1
Nevada White Pine County,Snow,2
New Hampshire Belknap County,Biological,2
New Hampshire Belknap County,Fire,1
New Hampshire Belknap County,Flood,3
New Hampshire Belknap County,Hurricane,6
New Hampshire Belknap County,Severe Ice Storm,1
New Hampshire Belknap County,Severe Storm(s),12
New Hampshire Belknap County,Snow,3
New Hampshire Carroll County,Biological,2
New Hampshire Carroll County,Fire,1
New Hampshire Carroll County,Flood,5
New Hampshire Carroll County,Hurricane,6
New Hampshire Carroll County,Severe Ice Storm,1
New Hampshire Carroll County,Severe Storm(s),11
New Hampshire Carroll County,Snow,6
New Hampshire Cheshire County,Biological,2
New Hampshire Cheshire County,Fire,2
New Hampshire Cheshire County,Flood,7
New Hampshire Cheshire County,Hurricane,4
New Hampshire Cheshire County,Severe Ice Storm,1
New Hampshire Cheshire County,Severe Storm(s),10
New Hampshire Cheshire County,Snow,7
New Hampshire Coos County,Biological,2
New Hampshire Coos County,Fire,1
New Hampshire Coos County,Flood,5
New Hampshire Coos County,Hurricane,5
New Hampshire Coos County,Severe Ice Storm,1
New Hampshire Coos County,Severe Storm(s),7
New Hampshire Coos County,Snow,4
New Hampshire Grafton County,Biological,2
New Hampshire Grafton County,Fire,1
New Hampshire Grafton County,Flood,7
New Hampshire Grafton County,Hurricane,6
New Hampshire Grafton County,Severe Ice Storm,1
New Hampshire Grafton County,Severe Storm(s),13
New Hampshire Grafton County,Snow,5
New Hampshire Hillsborough County,Fire,1
New Hampshire Merrimack County,Biological,2
New Hampshire Merrimack County,Fire,1
New Hampshire Merrimack County,Flood,5
New Hampshire Merrimack County,Hurricane,4
New Hampshire Merrimack County,Severe Ice Storm,1
New Hampshire Merrimack County,Severe Storm(s),12
New Hampshire Merrimack County,Snow,5
New Hampshire Rockingham County,Fire,1
New Hampshire Strafford County,Biological,2
New Hampshire Strafford County,Fire,1
New Hampshire Strafford County,Flood,3
New Hampshire Strafford County,Hurricane,5
New Hampshire Strafford County,Severe Ice Storm,1
New Hampshire Strafford County,Severe Storm(s),9
New Hampshire Strafford County,Snow,5
New Hampshire Sullivan County,Biological,2
New Hampshire Sullivan County,Fire,1
New Hampshire Sullivan County,Flood,7
New Hampshire Sullivan County,Hurricane,5
New Hampshire Sullivan County,Severe Ice Storm,1
New Hampshire Sullivan County,Severe Storm(s),11
New Hampshire Sullivan County,Snow,5
New Jersey Atlantic County,Biological,2
New Jersey Atlantic County,Coastal Storm,1
New Jersey Atlantic County,Drought,2
New Jersey Atlantic County,Fire,1
New Jersey Atlantic County,Flood,5
New Jersey Atlantic County,Hurricane,11
New Jersey Atlantic County,Other,1
New Jersey Atlantic County,Severe Ice Storm,1
New Jersey Atlantic County,Severe Storm(s),8
New Jersey Atlantic County,Snow,6
New Jersey Bergen County,Biological,2
New Jersey Bergen County,Drought,2
New Jersey Bergen County,Fire,1
New Jersey Bergen County,Flood,6
New Jersey Bergen County,Hurricane,11
New Jersey Bergen County,Other,2
New Jersey Bergen County,Severe Storm(s),6
New Jersey Bergen County,Snow,4
New Jersey Burlington County,Biological,2
New Jersey Burlington County,Drought,2
New Jersey Burlington County,Fire,2
New Jersey Burlington County,Flood,3
New Jersey Burlington County,Hurricane,10
New Jersey Burlington County,Other,1
New Jersey Burlington County,Severe Ice Storm,1
New Jersey Burlington County,Severe Storm(s),6
New Jersey Burlington County,Snow,6
New Jersey Camden County,Biological,2
New Jersey Camden County,Drought,2
New Jersey Camden County,Fire,1
New Jersey Camden County,Flood,2
New Jersey Camden County,Hurricane,9
New Jersey Camden County,Other,1
New Jersey Camden County,Severe Ice Storm,1
New Jersey Camden County,Severe Storm(s),4
New Jersey Camden County,Snow,5
New Jersey Cape May County,Biological,2
New Jersey Cape May County,Coastal Storm,2
New Jersey Cape May County,Drought,2
New Jersey Cape May County,Fire,1
New Jersey Cape May County,Flood,5
New Jersey Cape May County,Hurricane,11
New Jersey Cape May County,Other,1
New Jersey Cape May County,Severe Ice Storm,1
New Jersey Cape May County,Severe Storm(s),5
New Jersey Cape May County,Snow,6
New Jersey Cumberland County,Biological,2
New Jersey Cumberland County,Drought,2
New Jersey Cumberland County,Fire,1
