state_county,incidentType,size
Texas Garza County,Hurricane,8
Texas Garza County,Severe Ice Storm,3
Texas Garza County,Severe Storm(s),5
Texas Garza County,Tornado,2
Texas Gillespie County,Biological,2
Texas Gillespie County,Drought,1
Texas Gillespie County,Fire,95
Texas Gillespie County,Flood,6
Texas Gillespie County,Hurricane,7
Texas Gillespie County,Severe Ice Storm,2
Texas Gillespie County,Severe Storm(s),4
Texas Gillespie County,Tornado,2
Texas Glasscock County,Biological,2
Texas Glasscock County,Drought,1
Texas Glasscock County,Fire,96
Texas Glasscock County,Flood,3
Texas Glasscock County,Hurricane,7
Texas Glasscock County,Severe Ice Storm,2
Texas Glasscock County,Severe Storm(s),3
