state_county,incidentType,fyDeclared,size
Texas Hale County,Severe Storm(s),1989,1
Texas Hale County,Severe Storm(s),1992,1
Texas Hale County,Severe Storm(s),1998,2
Texas Hale County,Tornado,1953,1
Texas Hale County,Tornado,1958,1
Texas Hale County,Tornado,1965,1
Texas Hale County,Tornado,1970,1
Texas Hall County,Biological,2020,2
Texas Hall County,Fire,1988,1
Texas Hall County,Fire,1993,3
Texas Hall County,Fire,1994,1
Texas Hall County,Fire,1996,54
Texas Hall County,Fire,1998,31
Texas Hall County,Fire,1999,1
Texas Hall County,Fire,2006,1
Texas Hall County,Fire,2008,1
Texas Hall County,Fire,2009,2
Texas Hall County,Fire,2011,2
Texas Hall County,Flood,1953,1
Texas Hall County,Flood,1954,1
Texas Hall County,Flood,1959,1
Texas Hall County,Flood,2016,1
Texas Hall County,Hurricane,1957,1
Texas Hall County,Hurricane,1961,1
Texas Hall County,Hurricane,1963,1
Texas Hall County,Hurricane,2005,4
Texas Hall County,Severe Ice Storm,2001,1
Texas Hall County,Severe Ice Storm,2021,2
Texas Hall County,Severe Storm(s),1960,1
Texas Hall County,Severe Storm(s),1989,1
Texas Hall County,Severe Storm(s),1998,2
Texas Hall County,Severe Storm(s),2015,1
Texas Hall County,Severe Storm(s),2016,1
Texas Hall County,Tornado,1953,1
Texas Hall County,Tornado,1958,1
Texas Hamilton County,Biological,2020,2
Texas Hamilton County,Drought,1993,1
Texas Hamilton County,Fire,1988,1
Texas Hamilton County,Fire,1993,3
Texas Hamilton County,Fire,1994,1
Texas Hamilton County,Fire,1996,54
Texas Hamilton County,Fire,1998,31
Texas Hamilton County,Fire,1999,1
Texas Hamilton County,Fire,2006,1
Texas Hamilton County,Fire,2008,1
Texas Hamilton County,Fire,2009,3
Texas Hamilton County,Flood,1953,1
Texas Hamilton County,Flood,1954,1
Texas Hamilton County,Flood,1959,1
Texas Hamilton County,Flood,1992,1
Texas Hamilton County,Hurricane,1957,1
Texas Hamilton County,Hurricane,1961,1
Texas Hamilton County,Hurricane,1963,1
Texas Hamilton County,Hurricane,2005,4
Texas Hamilton County,Severe Ice Storm,2021,2
Texas Hamilton County,Severe Storm(s),1960,1
Texas Hamilton County,Severe Storm(s),1990,1
Texas Hamilton County,Severe Storm(s),1998,2
Texas Hamilton County,Severe Storm(s),2007,1
Texas Hamilton County,Tornado,1953,1
Texas Hamilton County,Tornado,1958,1
Texas Hansford County,Biological,2020,2
Texas Hansford County,Fire,1988,1
Texas Hansford County,Fire,1993,3
Texas Hansford County,Fire,1994,1
Texas Hansford County,Fire,1996,54
Texas Hansford County,Fire,1998,31
Texas Hansford County,Fire,1999,1
Texas Hansford County,Fire,2006,1
Texas Hansford County,Fire,2008,1
Texas Hansford County,Fire,2009,2
Texas Hansford County,Fire,2011,1
Texas Hansford County,Flood,1953,1
Texas Hansford County,Flood,1954,1
Texas Hansford County,Flood,1959,1
Texas Hansford County,Hurricane,1957,1
Texas Hansford County,Hurricane,1961,1
Texas Hansford County,Hurricane,1963,1
Texas Hansford County,Hurricane,2005,4
Texas Hansford County,Severe Ice Storm,2021,2
Texas Hansford County,Severe Storm(s),1960,1
Texas Hansford County,Severe Storm(s),1990,1
Texas Hansford County,Severe Storm(s),1998,2
Texas Hansford County,Tornado,1953,1
Texas Hansford County,Tornado,1958,1
Texas Hardeman County,Biological,2020,2
Texas Hardeman County,Drought,1993,1
Texas Hardeman County,Fire,1988,1
Texas Hardeman County,Fire,1993,3
Texas Hardeman County,Fire,1994,1
Texas Hardeman County,Fire,1996,55
Texas Hardeman County,Fire,1998,31
Texas Hardeman County,Fire,1999,1
Texas Hardeman County,Fire,2006,1
Texas Hardeman County,Fire,2008,1
Texas Hardeman County,Fire,2009,2
Texas Hardeman County,Fire,2011,1
Texas Hardeman County,Fire,2019,1
Texas Hardeman County,Flood,1953,1
Texas Hardeman County,Flood,1954,1
Texas Hardeman County,Flood,1959,1
Texas Hardeman County,Hurricane,1957,1
Texas Hardeman County,Hurricane,1961,1
Texas Hardeman County,Hurricane,1963,1
Texas Hardeman County,Hurricane,2005,4
Texas Hardeman County,Severe Ice Storm,2021,2
Texas Hardeman County,Severe Storm(s),1960,1
Texas Hardeman County,Severe Storm(s),1998,2
Texas Hardeman County,Severe Storm(s),2016,1
Texas Hardeman County,Tornado,1953,1
Texas Hardeman County,Tornado,1958,1
Texas Hardin County,Biological,2020,2
Texas Hardin County,Coastal Storm,2001,1
Texas Hardin County,Fire,1988,1
Texas Hardin County,Fire,1993,3
Texas Hardin County,Fire,1994,1
Texas Hardin County,Fire,1996,55
Texas Hardin County,Fire,1998,31
Texas Hardin County,Fire,1999,1
Texas Hardin County,Fire,2006,1
Texas Hardin County,Fire,2008,1
Texas Hardin County,Fire,2009,2
Texas Hardin County,Fire,2011,2
Texas Hardin County,Flood,1953,1
Texas Hardin County,Flood,1954,1
Texas Hardin County,Flood,1959,1
Texas Hardin County,Flood,1973,1
Texas Hardin County,Flood,1989,1
Texas Hardin County,Flood,1995,1
Texas Hardin County,Flood,2016,1
Texas Hardin County,Hurricane,1957,1
Texas Hardin County,Hurricane,1961,1
Texas Hardin County,Hurricane,1963,1
Texas Hardin County,Hurricane,2005,4
Texas Hardin County,Hurricane,2008,3
Texas Hardin County,Hurricane,2017,1
Texas Hardin County,Hurricane,2020,1
Texas Hardin County,Other,2003,1
Texas Hardin County,Severe Ice Storm,2021,2
Texas Hardin County,Severe Storm(s),1960,1
Texas Hardin County,Severe Storm(s),1979,1
Texas Hardin County,Severe Storm(s),1989,1
Texas Hardin County,Severe Storm(s),1998,2
Texas Hardin County,Severe Storm(s),2003,1
Texas Hardin County,Severe Storm(s),2015,1
Texas Hardin County,Severe Storm(s),2016,1
Texas Hardin County,Tornado,1953,1
Texas Hardin County,Tornado,1958,1
Texas Harris County,Biological,2020,2
Texas Harris County,Coastal Storm,2001,1
Texas Harris County,Fire,1988,1
Texas Harris County,Fire,1993,3
Texas Harris County,Fire,1994,1
Texas Harris County,Fire,1996,54
Texas Harris County,Fire,1998,31
Texas Harris County,Fire,1999,1
Texas Harris County,Fire,2006,1
Texas Harris County,Fire,2009,2
Texas Harris County,Fire,2011,1
Texas Harris County,Flood,1953,1
Texas Harris County,Flood,1954,1
Texas Harris County,Flood,1959,1
Texas Harris County,Flood,1973,1
Texas Harris County,Flood,1976,1
Texas Harris County,Flood,1979,1
Texas Harris County,Flood,1985,1
Texas Harris County,Flood,1989,1
Texas Harris County,Flood,1992,1
Texas Harris County,Flood,1995,1
Texas Harris County,Flood,1999,1
Texas Harris County,Flood,2016,2
Texas Harris County,Flood,2020,1
Texas Harris County,Hurricane,1957,1
Texas Harris County,Hurricane,1961,1
Texas Harris County,Hurricane,1963,1
Texas Harris County,Hurricane,1983,1
Texas Harris County,Hurricane,2005,4
Texas Harris County,Hurricane,2007,1
Texas Harris County,Hurricane,2008,3
Texas Harris County,Hurricane,2017,1
Texas Harris County,Hurricane,2020,2
Texas Harris County,Severe Ice Storm,2021,2
Texas Harris County,Severe Storm(s),1960,1
Texas Harris County,Severe Storm(s),1979,1
Texas Harris County,Severe Storm(s),1989,1
Texas Harris County,Severe Storm(s),1998,3
Texas Harris County,Severe Storm(s),2003,1
Texas Harris County,Severe Storm(s),2008,1
Texas Harris County,Severe Storm(s),2015,1
Texas Harris County,Severe Storm(s),2016,1
Texas Harris County,Tornado,1953,1
Texas Harris County,Tornado,1958,1
Texas Harris County,Tornado,1993,1
Texas Harrison County,Biological,2020,2
Texas Harrison County,Coastal Storm,2001,1
Texas Harrison County,Fire,1988,1
Texas Harrison County,Fire,1993,3
Texas Harrison County,Fire,1994,1
Texas Harrison County,Fire,1996,55
Texas Harrison County,Fire,1998,31
Texas Harrison County,Fire,1999,1
Texas Harrison County,Fire,2006,1
Texas Harrison County,Fire,2008,1
Texas Harrison County,Fire,2009,2
Texas Harrison County,Fire,2011,2
Texas Harrison County,Flood,1953,1
Texas Harrison County,Flood,1954,1
Texas Harrison County,Flood,1959,1
Texas Harrison County,Flood,1966,1
Texas Harrison County,Flood,1989,1
Texas Harrison County,Flood,2016,2
Texas Harrison County,Hurricane,1957,1
Texas Harrison County,Hurricane,1961,1
Texas Harrison County,Hurricane,1963,1
Texas Harrison County,Hurricane,2005,4
Texas Harrison County,Hurricane,2008,2
Texas Harrison County,Hurricane,2020,1
Texas Harrison County,Other,2003,1
Texas Harrison County,Severe Ice Storm,2001,1
Texas Harrison County,Severe Ice Storm,2021,2
Texas Harrison County,Severe Storm(s),1960,1
Texas Harrison County,Severe Storm(s),1989,1
Texas Harrison County,Severe Storm(s),1998,2
Texas Harrison County,Severe Storm(s),2015,1
Texas Harrison County,Severe Storm(s),2016,1
Texas Harrison County,Tornado,1953,1
Texas Harrison County,Tornado,1958,1
Texas Hartley County,Biological,2020,2
Texas Hartley County,Fire,1988,1
Texas Hartley County,Fire,1993,3
Texas Hartley County,Fire,1994,1
Texas Hartley County,Fire,1996,54
Texas Hartley County,Fire,1998,31
Texas Hartley County,Fire,1999,1
Texas Hartley County,Fire,2006,1
Texas Hartley County,Fire,2008,1
Texas Hartley County,Fire,2009,2
Texas Hartley County,Fire,2011,1
Texas Hartley County,Flood,1953,1
Texas Hartley County,Flood,1954,1
Texas Hartley County,Flood,1959,1
Texas Hartley County,Hurricane,1957,1
Texas Hartley County,Hurricane,1961,1
Texas Hartley County,Hurricane,1963,1
Texas Hartley County,Hurricane,2005,4
Texas Hartley County,Severe Ice Storm,2021,2
Texas Hartley County,Severe Storm(s),1960,1
Texas Hartley County,Severe Storm(s),1998,2
Texas Hartley County,Severe Storm(s),2015,1
Texas Hartley County,Tornado,1953,1
Texas Hartley County,Tornado,1958,1
Texas Haskell County,Biological,2020,2
Texas Haskell County,Drought,1993,1
Texas Haskell County,Fire,1988,1
Texas Haskell County,Fire,1993,3
Texas Haskell County,Fire,1994,1
Texas Haskell County,Fire,1996,54
Texas Haskell County,Fire,1998,31
Texas Haskell County,Fire,1999,1
Texas Haskell County,Fire,2006,1
Texas Haskell County,Fire,2008,1
Texas Haskell County,Fire,2009,2
Texas Haskell County,Fire,2011,1
Texas Haskell County,Flood,1953,1
Texas Haskell County,Flood,1954,1
Texas Haskell County,Flood,1959,1
Texas Haskell County,Flood,1978,1
Texas Haskell County,Flood,2019,1
Texas Haskell County,Hurricane,1957,1
Texas Haskell County,Hurricane,1961,1
Texas Haskell County,Hurricane,1963,1
Texas Haskell County,Hurricane,2005,4
Texas Haskell County,Severe Ice Storm,2021,2
Texas Haskell County,Severe Storm(s),1960,1
Texas Haskell County,Severe Storm(s),1998,2
Texas Haskell County,Severe Storm(s),2007,1
Texas Haskell County,Severe Storm(s),2016,1
Texas Haskell County,Tornado,1953,1
Texas Haskell County,Tornado,1958,1
Texas Hays County,Biological,2020,2
Texas Hays County,Drought,1993,1
Texas Hays County,Fire,1988,1
Texas Hays County,Fire,1993,3
Texas Hays County,Fire,1994,1
Texas Hays County,Fire,1996,54
Texas Hays County,Fire,1998,31
Texas Hays County,Fire,1999,1
Texas Hays County,Fire,2001,1
Texas Hays County,Fire,2006,2
Texas Hays County,Fire,2007,1
Texas Hays County,Fire,2008,2
Texas Hays County,Fire,2009,2
Texas Hays County,Flood,1953,1
Texas Hays County,Flood,1954,1
Texas Hays County,Flood,1959,1
Texas Hays County,Flood,1972,1
Texas Hays County,Flood,1992,1
Texas Hays County,Flood,1997,1
Texas Hays County,Flood,1999,1
Texas Hays County,Flood,2002,1
Texas Hays County,Hurricane,1957,1
Texas Hays County,Hurricane,1961,1
Texas Hays County,Hurricane,1963,1
Texas Hays County,Hurricane,2005,4
Texas Hays County,Severe Ice Storm,2021,2
Texas Hays County,Severe Storm(s),1960,1
Texas Hays County,Severe Storm(s),1998,2
Texas Hays County,Severe Storm(s),2014,1
Texas Hays County,Severe Storm(s),2015,1
Texas Hays County,Severe Storm(s),2016,1
Texas Hays County,Tornado,1953,1
Texas Hays County,Tornado,1958,1
Texas Hays County,Tornado,1970,1
Texas Hemphill County,Biological,2020,2
Texas Hemphill County,Fire,1988,1
Texas Hemphill County,Fire,1993,3
Texas Hemphill County,Fire,1994,1
Texas Hemphill County,Fire,1996,54
Texas Hemphill County,Fire,1998,31
Texas Hemphill County,Fire,1999,1
Texas Hemphill County,Fire,2006,1
Texas Hemphill County,Fire,2008,1
Texas Hemphill County,Fire,2009,2
Texas Hemphill County,Fire,2011,1
Texas Hemphill County,Flood,1953,1
Texas Hemphill County,Flood,1954,1
Texas Hemphill County,Flood,1959,1
Texas Hemphill County,Hurricane,1957,1
Texas Hemphill County,Hurricane,1961,1
Texas Hemphill County,Hurricane,1963,1
Texas Hemphill County,Hurricane,2005,4
Texas Hemphill County,Severe Ice Storm,2001,1
Texas Hemphill County,Severe Ice Storm,2021,2
Texas Hemphill County,Severe Storm(s),1960,1
Texas Hemphill County,Severe Storm(s),1998,2
Texas Hemphill County,Tornado,1953,1
Texas Hemphill County,Tornado,1958,1
Texas Henderson County,Biological,2020,2
Texas Henderson County,Drought,1993,1
Texas Henderson County,Fire,1988,1
Texas Henderson County,Fire,1993,3
Texas Henderson County,Fire,1994,1
Texas Henderson County,Fire,1996,54
Texas Henderson County,Fire,1998,31
Texas Henderson County,Fire,1999,1
Texas Henderson County,Fire,2006,1
Texas Henderson County,Fire,2008,1
Texas Henderson County,Fire,2009,2
Texas Henderson County,Fire,2011,1
Texas Henderson County,Flood,1953,1
Texas Henderson County,Flood,1954,1
Texas Henderson County,Flood,1959,1
Texas Henderson County,Flood,1966,1
Texas Henderson County,Flood,1992,1
Texas Henderson County,Flood,2016,1
Texas Henderson County,Hurricane,1957,1
Texas Henderson County,Hurricane,1961,1
Texas Henderson County,Hurricane,1963,1
Texas Henderson County,Hurricane,2005,4
Texas Henderson County,Hurricane,2008,1
Texas Henderson County,Other,2003,1
Texas Henderson County,Severe Ice Storm,2021,2
Texas Henderson County,Severe Storm(s),1960,1
Texas Henderson County,Severe Storm(s),1989,1
Texas Henderson County,Severe Storm(s),1990,1
Texas Henderson County,Severe Storm(s),1998,2
Texas Henderson County,Severe Storm(s),2007,1
Texas Henderson County,Severe Storm(s),2015,1
Texas Henderson County,Severe Storm(s),2016,1
Texas Henderson County,Tornado,1953,1
Texas Henderson County,Tornado,1958,1
Texas Hidalgo County,Biological,2020,2
Texas Hidalgo County,Fire,1988,1
Texas Hidalgo County,Fire,1993,3
Texas Hidalgo County,Fire,1994,1
Texas Hidalgo County,Fire,1996,54
Texas Hidalgo County,Fire,1998,31
Texas Hidalgo County,Fire,2006,1
Texas Hidalgo County,Fire,2008,1
Texas Hidalgo County,Fire,2009,2
Texas Hidalgo County,Flood,1953,1
Texas Hidalgo County,Flood,1954,1
Texas Hidalgo County,Flood,1959,1
Texas Hidalgo County,Flood,1971,1
Texas Hidalgo County,Flood,2016,1
Texas Hidalgo County,Flood,2018,1
Texas Hidalgo County,Flood,2019,1
Texas Hidalgo County,Freezing,1984,1
Texas Hidalgo County,Freezing,1990,1
Texas Hidalgo County,Hurricane,1957,1
Texas Hidalgo County,Hurricane,1961,1
Texas Hidalgo County,Hurricane,1963,1
Texas Hidalgo County,Hurricane,1967,1
Texas Hidalgo County,Hurricane,1980,1
Texas Hidalgo County,Hurricane,1989,1
Texas Hidalgo County,Hurricane,1999,1
Texas Hidalgo County,Hurricane,2005,4
Texas Hidalgo County,Hurricane,2007,1
Texas Hidalgo County,Hurricane,2008,3
Texas Hidalgo County,Hurricane,2010,2
Texas Hidalgo County,Hurricane,2020,1
Texas Hidalgo County,Severe Ice Storm,2021,2
Texas Hidalgo County,Severe Storm(s),1960,1
Texas Hidalgo County,Severe Storm(s),1998,2
Texas Hidalgo County,Severe Storm(s),2003,1
Texas Hidalgo County,Severe Storm(s),2015,1
Texas Hidalgo County,Severe Storm(s),2016,1
Texas Hidalgo County,Tornado,1953,1
Texas Hidalgo County,Tornado,1958,1
Texas Hill County,Biological,2020,2
Texas Hill County,Drought,1993,1
Texas Hill County,Fire,1988,1
Texas Hill County,Fire,1993,3
Texas Hill County,Fire,1994,1
Texas Hill County,Fire,1996,54
Texas Hill County,Fire,1998,31
Texas Hill County,Fire,1999,1
Texas Hill County,Fire,2000,1
Texas Hill County,Fire,2006,1
Texas Hill County,Fire,2008,1
Texas Hill County,Fire,2009,2
Texas Hill County,Fire,2011,1
Texas Hill County,Flood,1953,1
Texas Hill County,Flood,1954,1
Texas Hill County,Flood,1959,1
Texas Hill County,Flood,1968,1
Texas Hill County,Flood,1992,1
Texas Hill County,Flood,2019,1
Texas Hill County,Hurricane,1957,1
Texas Hill County,Hurricane,1961,1
Texas Hill County,Hurricane,1963,1
Texas Hill County,Hurricane,2005,4
Texas Hill County,Hurricane,2008,1
Texas Hill County,Severe Ice Storm,2021,2
Texas Hill County,Severe Storm(s),1960,1
Texas Hill County,Severe Storm(s),1973,1
Texas Hill County,Severe Storm(s),1989,1
Texas Hill County,Severe Storm(s),1990,1
Texas Hill County,Severe Storm(s),1998,2
Texas Hill County,Severe Storm(s),2007,1
Texas Hill County,Severe Storm(s),2015,1
Texas Hill County,Severe Storm(s),2016,1
Texas Hill County,Tornado,1953,1
Texas Hill County,Tornado,1958,1
Texas Hockley County,Biological,2020,2
Texas Hockley County,Fire,1988,1
Texas Hockley County,Fire,1993,3
Texas Hockley County,Fire,1994,1
Texas Hockley County,Fire,1996,54
Texas Hockley County,Fire,1998,31
Texas Hockley County,Fire,1999,1
Texas Hockley County,Fire,2006,1
Texas Hockley County,Fire,2008,1
Texas Hockley County,Fire,2009,2
Texas Hockley County,Fire,2011,1
Texas Hockley County,Flood,1953,1
Texas Hockley County,Flood,1954,1
Texas Hockley County,Flood,1959,1
Texas Hockley County,Hurricane,1957,1
Texas Hockley County,Hurricane,1961,1
Texas Hockley County,Hurricane,1963,1
Texas Hockley County,Hurricane,2005,4
Texas Hockley County,Severe Ice Storm,2021,2
Texas Hockley County,Severe Storm(s),1960,1
Texas Hockley County,Severe Storm(s),1992,1
Texas Hockley County,Severe Storm(s),1998,2
Texas Hockley County,Severe Storm(s),2016,1
Texas Hockley County,Tornado,1953,1
Texas Hockley County,Tornado,1958,1
Texas Hockley County,Tornado,1970,1
Texas Hood County,Biological,2020,2
Texas Hood County,Drought,1993,1
Texas Hood County,Fire,1988,1
Texas Hood County,Fire,1993,3
Texas Hood County,Fire,1994,1
Texas Hood County,Fire,1996,54
Texas Hood County,Fire,1998,31
Texas Hood County,Fire,1999,1
Texas Hood County,Fire,2006,1
Texas Hood County,Fire,2008,1
Texas Hood County,Fire,2009,2
Texas Hood County,Fire,2022,2
Texas Hood County,Flood,1953,1
Texas Hood County,Flood,1954,1
Texas Hood County,Flood,1959,1
Texas Hood County,Flood,1992,1
Texas Hood County,Flood,2016,2
Texas Hood County,Hurricane,1957,1
Texas Hood County,Hurricane,1961,1
Texas Hood County,Hurricane,1963,1
Texas Hood County,Hurricane,2005,4
Texas Hood County,Other,2003,1
Texas Hood County,Severe Ice Storm,2021,2
Texas Hood County,Severe Storm(s),1960,1
Texas Hood County,Severe Storm(s),1989,1
Texas Hood County,Severe Storm(s),1990,1
Texas Hood County,Severe Storm(s),1998,2
Texas Hood County,Severe Storm(s),2007,1
Texas Hood County,Severe Storm(s),2015,1
Texas Hood County,Tornado,1953,1
Texas Hood County,Tornado,1958,1
Texas Hopkins County,Biological,2020,2
Texas Hopkins County,Fire,1988,1
Texas Hopkins County,Fire,1993,3
Texas Hopkins County,Fire,1994,1
Texas Hopkins County,Fire,1996,54
Texas Hopkins County,Fire,1998,31
Texas Hopkins County,Fire,1999,2
Texas Hopkins County,Fire,2006,1
Texas Hopkins County,Fire,2008,1
Texas Hopkins County,Fire,2009,2
Texas Hopkins County,Flood,1953,1
Texas Hopkins County,Flood,1954,1
Texas Hopkins County,Flood,1959,1
Texas Hopkins County,Flood,1975,1
Texas Hopkins County,Flood,2019,1
Texas Hopkins County,Hurricane,1957,1
Texas Hopkins County,Hurricane,1961,1
Texas Hopkins County,Hurricane,1963,1
Texas Hopkins County,Hurricane,2005,4
Texas Hopkins County,Hurricane,2008,1
Texas Hopkins County,Severe Ice Storm,2001,1
Texas Hopkins County,Severe Ice Storm,2021,2
Texas Hopkins County,Severe Storm(s),1960,1
Texas Hopkins County,Severe Storm(s),1998,2
Texas Hopkins County,Severe Storm(s),2007,1
Texas Hopkins County,Severe Storm(s),2015,1
Texas Hopkins County,Severe Storm(s),2016,1
Texas Hopkins County,Tornado,1953,1
Texas Hopkins County,Tornado,1958,1
Texas Houston County,Biological,2020,2
Texas Houston County,Coastal Storm,2001,1
Texas Houston County,Drought,1993,1
Texas Houston County,Fire,1988,1
Texas Houston County,Fire,1993,3
Texas Houston County,Fire,1994,1
Texas Houston County,Fire,1996,55
Texas Houston County,Fire,1998,31
Texas Houston County,Fire,1999,1
Texas Houston County,Fire,2006,1
Texas Houston County,Fire,2008,1
Texas Houston County,Fire,2009,2
Texas Houston County,Fire,2011,2
Texas Houston County,Flood,1953,1
Texas Houston County,Flood,1954,1
Texas Houston County,Flood,1959,1
Texas Houston County,Flood,1989,1
Texas Houston County,Flood,1992,1
Texas Houston County,Flood,1995,1
Texas Houston County,Flood,2016,1
Texas Houston County,Flood,2019,1
Texas Houston County,Hurricane,1957,1
Texas Houston County,Hurricane,1961,1
Texas Houston County,Hurricane,1963,1
Texas Houston County,Hurricane,2005,4
Texas Houston County,Hurricane,2008,1
Texas Houston County,Hurricane,2020,1
Texas Houston County,Other,2003,1
Texas Houston County,Severe Ice Storm,2021,2
Texas Houston County,Severe Storm(s),1960,1
Texas Houston County,Severe Storm(s),1989,1
Texas Houston County,Severe Storm(s),1990,1
Texas Houston County,Severe Storm(s),1998,2
Texas Houston County,Severe Storm(s),2015,1
Texas Houston County,Tornado,1953,1
Texas Houston County,Tornado,1958,1
Texas Howard County,Biological,2020,2
Texas Howard County,Drought,1993,1
Texas Howard County,Fire,1988,1
Texas Howard County,Fire,1993,3
Texas Howard County,Fire,1994,1
Texas Howard County,Fire,1996,54
Texas Howard County,Fire,1998,31
Texas Howard County,Fire,1999,1
Texas Howard County,Fire,2006,1
Texas Howard County,Fire,2008,3
Texas Howard County,Fire,2009,2
Texas Howard County,Fire,2011,4
Texas Howard County,Flood,1953,1
Texas Howard County,Flood,1954,1
Texas Howard County,Flood,1959,1
Texas Howard County,Hurricane,1957,1
Texas Howard County,Hurricane,1961,1
Texas Howard County,Hurricane,1963,1
Texas Howard County,Hurricane,2005,4
Texas Howard County,Severe Ice Storm,2021,2
Texas Howard County,Severe Storm(s),1960,1
Texas Howard County,Severe Storm(s),1989,1
Texas Howard County,Severe Storm(s),1992,1
Texas Howard County,Severe Storm(s),1998,2
Texas Howard County,Tornado,1953,1
Texas Howard County,Tornado,1958,1
Texas Hudspeth County,Biological,2020,2
Texas Hudspeth County,Fire,1988,1
Texas Hudspeth County,Fire,1993,3
Texas Hudspeth County,Fire,1994,1
Texas Hudspeth County,Fire,1996,54
Texas Hudspeth County,Fire,1998,31
Texas Hudspeth County,Fire,1999,1
Texas Hudspeth County,Fire,2006,1
Texas Hudspeth County,Fire,2008,1
Texas Hudspeth County,Fire,2009,2
Texas Hudspeth County,Flood,1953,1
Texas Hudspeth County,Flood,1954,1
Texas Hudspeth County,Flood,1959,1
Texas Hudspeth County,Flood,1966,1
Texas Hudspeth County,Hurricane,1957,1
Texas Hudspeth County,Hurricane,1961,1
Texas Hudspeth County,Hurricane,1963,1
Texas Hudspeth County,Hurricane,2005,4
Texas Hudspeth County,Severe Ice Storm,2021,2
Texas Hudspeth County,Severe Storm(s),1960,1
Texas Hudspeth County,Severe Storm(s),1998,2
Texas Hudspeth County,Severe Storm(s),2006,1
Texas Hudspeth County,Tornado,1953,1
Texas Hudspeth County,Tornado,1958,1
Texas Hunt County,Biological,2020,2
Texas Hunt County,Fire,1988,1
Texas Hunt County,Fire,1993,3
Texas Hunt County,Fire,1994,1
Texas Hunt County,Fire,1996,54
Texas Hunt County,Fire,1998,31
Texas Hunt County,Fire,1999,2
Texas Hunt County,Fire,2006,1
Texas Hunt County,Fire,2008,1
Texas Hunt County,Fire,2009,2
Texas Hunt County,Fire,2011,1
Texas Hunt County,Flood,1953,1
Texas Hunt County,Flood,1954,1
Texas Hunt County,Flood,1959,1
Texas Hunt County,Hurricane,1957,1
Texas Hunt County,Hurricane,1961,1
Texas Hunt County,Hurricane,1963,1
Texas Hunt County,Hurricane,2005,4
Texas Hunt County,Hurricane,2008,1
Texas Hunt County,Other,2003,1
Texas Hunt County,Severe Ice Storm,2001,1
Texas Hunt County,Severe Ice Storm,2021,2
Texas Hunt County,Severe Storm(s),1960,1
Texas Hunt County,Severe Storm(s),1990,1
Texas Hunt County,Severe Storm(s),1998,2
Texas Hunt County,Severe Storm(s),2007,1
Texas Hunt County,Tornado,1953,1
Texas Hunt County,Tornado,1958,1
Texas Hutchinson County,Biological,2020,2
Texas Hutchinson County,Fire,1988,1
Texas Hutchinson County,Fire,1993,3
Texas Hutchinson County,Fire,1994,1
Texas Hutchinson County,Fire,1996,54
Texas Hutchinson County,Fire,1998,31
Texas Hutchinson County,Fire,1999,1
Texas Hutchinson County,Fire,2006,1
Texas Hutchinson County,Fire,2008,1
Texas Hutchinson County,Fire,2009,2
Texas Hutchinson County,Fire,2011,2
Texas Hutchinson County,Fire,2014,1
Texas Hutchinson County,Fire,2018,1
Texas Hutchinson County,Flood,1953,1
Texas Hutchinson County,Flood,1954,1
Texas Hutchinson County,Flood,1959,1
Texas Hutchinson County,Hurricane,1957,1
Texas Hutchinson County,Hurricane,1961,1
Texas Hutchinson County,Hurricane,1963,1
Texas Hutchinson County,Hurricane,2005,4
Texas Hutchinson County,Severe Ice Storm,2021,2
Texas Hutchinson County,Severe Storm(s),1960,1
Texas Hutchinson County,Severe Storm(s),1989,1
Texas Hutchinson County,Severe Storm(s),1998,2
Texas Hutchinson County,Tornado,1953,1
Texas Hutchinson County,Tornado,1958,1
Texas Hutchinson County,Tornado,1992,1
Texas Irion County,Biological,2020,2
Texas Irion County,Drought,1993,1
Texas Irion County,Fire,1988,1
Texas Irion County,Fire,1993,3
Texas Irion County,Fire,1994,1
Texas Irion County,Fire,1996,54
Texas Irion County,Fire,1998,31
Texas Irion County,Fire,1999,1
Texas Irion County,Fire,2006,1
Texas Irion County,Fire,2008,1
Texas Irion County,Fire,2009,2
Texas Irion County,Fire,2011,1
Texas Irion County,Flood,1953,1
Texas Irion County,Flood,1954,1
Texas Irion County,Flood,1959,1
Texas Irion County,Hurricane,1957,1
Texas Irion County,Hurricane,1961,1
Texas Irion County,Hurricane,1963,1
Texas Irion County,Hurricane,2005,4
Texas Irion County,Severe Ice Storm,2021,2
Texas Irion County,Severe Storm(s),1960,1
Texas Irion County,Severe Storm(s),1998,2
Texas Irion County,Tornado,1953,1
Texas Irion County,Tornado,1958,1
Texas Jack County,Biological,2020,2
Texas Jack County,Drought,1993,1
Texas Jack County,Fire,1988,1
Texas Jack County,Fire,1993,3
Texas Jack County,Fire,1994,1
Texas Jack County,Fire,1996,54
Texas Jack County,Fire,1998,31
Texas Jack County,Fire,1999,1
Texas Jack County,Fire,2006,1
Texas Jack County,Fire,2008,1
Texas Jack County,Fire,2009,2
Texas Jack County,Fire,2011,3
Texas Jack County,Flood,1953,1
Texas Jack County,Flood,1954,1
Texas Jack County,Flood,1959,1
Texas Jack County,Hurricane,1957,1
Texas Jack County,Hurricane,1961,1
Texas Jack County,Hurricane,1963,1
Texas Jack County,Hurricane,2005,4
Texas Jack County,Severe Ice Storm,2021,2
Texas Jack County,Severe Storm(s),1960,1
Texas Jack County,Severe Storm(s),1989,1
Texas Jack County,Severe Storm(s),1990,1
Texas Jack County,Severe Storm(s),1998,2
