state_county,incidentType,fyDeclared,size
Kentucky Lewis County,Flood,1957,1
Kentucky Lewis County,Flood,1962,1
Kentucky Lewis County,Flood,1963,1
Kentucky Lewis County,Flood,1964,1
Kentucky Lewis County,Flood,1967,1
Kentucky Lewis County,Flood,1991,1
Kentucky Lewis County,Flood,2015,2
Kentucky Lewis County,Hurricane,2005,1
Kentucky Lewis County,Severe Ice Storm,2009,2
Kentucky Lewis County,Severe Ice Storm,2021,1
Kentucky Lewis County,Severe Storm(s),1997,1
Kentucky Lewis County,Severe Storm(s),1998,1
Kentucky Lewis County,Severe Storm(s),2000,1
Kentucky Lewis County,Severe Storm(s),2001,1
Kentucky Lewis County,Severe Storm(s),2002,1
Kentucky Lewis County,Severe Storm(s),2003,3
Kentucky Lewis County,Severe Storm(s),2004,1
Kentucky Lewis County,Severe Storm(s),2008,1
Kentucky Lewis County,Severe Storm(s),2010,2
Kentucky Lewis County,Severe Storm(s),2011,1
Kentucky Lewis County,Severe Storm(s),2015,1
Kentucky Lewis County,Severe Storm(s),2020,1
Kentucky Lewis County,Snow,1993,1
Kentucky Lewis County,Snow,1996,1
Kentucky Lewis County,Snow,2015,1
Kentucky Lincoln County,Biological,2020,2
Kentucky Lincoln County,Flood,1957,1
Kentucky Lincoln County,Flood,1962,1
Kentucky Lincoln County,Flood,1963,1
Kentucky Lincoln County,Flood,1964,1
Kentucky Lincoln County,Flood,1970,1
Kentucky Lincoln County,Flood,1972,1
Kentucky Lincoln County,Flood,1979,1
Kentucky Lincoln County,Flood,2015,1
Kentucky Lincoln County,Flood,2021,1
Kentucky Lincoln County,Flood,2022,1
Kentucky Lincoln County,Hurricane,2005,1
Kentucky Lincoln County,Severe Ice Storm,2009,2
Kentucky Lincoln County,Severe Ice Storm,2021,1
Kentucky Lincoln County,Severe Storm(s),1984,1
Kentucky Lincoln County,Severe Storm(s),1998,1
Kentucky Lincoln County,Severe Storm(s),2002,1
Kentucky Lincoln County,Severe Storm(s),2004,1
Kentucky Lincoln County,Severe Storm(s),2010,1
Kentucky Lincoln County,Severe Storm(s),2015,1
Kentucky Lincoln County,Snow,1993,1
Kentucky Lincoln County,Snow,1994,1
Kentucky Lincoln County,Snow,1996,1
Kentucky Lincoln County,Snow,2015,1
Kentucky Lincoln County,Tornado,1974,1
Kentucky Livingston County,Biological,2020,2
Kentucky Livingston County,Flood,1957,1
Kentucky Livingston County,Flood,1962,1
Kentucky Livingston County,Flood,1963,1
Kentucky Livingston County,Flood,1964,1
Kentucky Livingston County,Flood,1975,1
Kentucky Livingston County,Flood,1991,1
Kentucky Livingston County,Flood,2018,1
Kentucky Livingston County,Hurricane,2005,1
Kentucky Livingston County,Severe Ice Storm,2009,2
Kentucky Livingston County,Severe Storm(s),1997,1
Kentucky Livingston County,Severe Storm(s),2001,1
Kentucky Livingston County,Severe Storm(s),2003,1
Kentucky Livingston County,Severe Storm(s),2008,1
Kentucky Livingston County,Severe Storm(s),2009,1
Kentucky Livingston County,Severe Storm(s),2010,1
Kentucky Livingston County,Severe Storm(s),2011,1
Kentucky Livingston County,Severe Storm(s),2016,1
Kentucky Livingston County,Severe Storm(s),2019,1
Kentucky Livingston County,Snow,1994,1
Kentucky Livingston County,Snow,1996,1
Kentucky Livingston County,Snow,2005,1
Kentucky Livingston County,Tornado,2000,1
Kentucky Logan County,Biological,2020,2
Kentucky Logan County,Flood,1957,1
Kentucky Logan County,Flood,1962,1
Kentucky Logan County,Flood,1963,1
Kentucky Logan County,Flood,1964,1
Kentucky Logan County,Flood,1969,1
Kentucky Logan County,Hurricane,2005,1
Kentucky Logan County,Severe Ice Storm,2009,2
Kentucky Logan County,Severe Storm(s),1997,1
Kentucky Logan County,Severe Storm(s),2010,1
Kentucky Logan County,Severe Storm(s),2011,1
Kentucky Logan County,Snow,1994,1
Kentucky Logan County,Snow,1996,1
Kentucky Logan County,Tornado,2022,1
Kentucky Lyon County,Biological,2020,2
Kentucky Lyon County,Flood,1957,1
Kentucky Lyon County,Flood,1962,1
Kentucky Lyon County,Flood,1963,1
Kentucky Lyon County,Flood,1964,1
Kentucky Lyon County,Hurricane,2005,1
Kentucky Lyon County,Severe Ice Storm,2009,2
Kentucky Lyon County,Severe Storm(s),1997,1
Kentucky Lyon County,Severe Storm(s),2009,1
Kentucky Lyon County,Severe Storm(s),2010,1
Kentucky Lyon County,Severe Storm(s),2011,1
Kentucky Lyon County,Severe Storm(s),2016,1
Kentucky Lyon County,Snow,1996,1
Kentucky Lyon County,Snow,2005,1
Kentucky Lyon County,Snow,2015,1
Kentucky Lyon County,Tornado,2022,2
Kentucky Madison County,Biological,2020,2
Kentucky Madison County,Flood,1957,1
Kentucky Madison County,Flood,1962,1
Kentucky Madison County,Flood,1963,1
Kentucky Madison County,Flood,1964,1
Kentucky Madison County,Flood,1972,1
Kentucky Madison County,Flood,1979,1
Kentucky Madison County,Flood,1989,1
Kentucky Madison County,Flood,2015,1
Kentucky Madison County,Flood,2021,1
Kentucky Madison County,Hurricane,2005,1
Kentucky Madison County,Severe Ice Storm,2009,2
Kentucky Madison County,Severe Ice Storm,2021,1
Kentucky Madison County,Severe Storm(s),1998,1
Kentucky Madison County,Severe Storm(s),2003,1
Kentucky Madison County,Severe Storm(s),2004,1
Kentucky Madison County,Severe Storm(s),2009,1
Kentucky Madison County,Severe Storm(s),2010,2
Kentucky Madison County,Severe Storm(s),2019,1
Kentucky Madison County,Snow,1993,1
Kentucky Madison County,Snow,1994,1
Kentucky Madison County,Snow,1996,1
Kentucky Madison County,Tornado,1974,1
Kentucky Magoffin County,Biological,2020,2
Kentucky Magoffin County,Fire,2001,1
Kentucky Magoffin County,Fire,2002,1
Kentucky Magoffin County,Flood,1957,1
Kentucky Magoffin County,Flood,1962,1
Kentucky Magoffin County,Flood,1963,1
Kentucky Magoffin County,Flood,1964,1
Kentucky Magoffin County,Flood,1967,1
Kentucky Magoffin County,Flood,1977,1
Kentucky Magoffin County,Flood,1979,1
Kentucky Magoffin County,Flood,1989,2
Kentucky Magoffin County,Flood,1990,1
Kentucky Magoffin County,Flood,1991,1
Kentucky Magoffin County,Flood,2015,2
Kentucky Magoffin County,Flood,2018,1
Kentucky Magoffin County,Flood,2021,1
Kentucky Magoffin County,Flood,2022,1
Kentucky Magoffin County,Hurricane,2005,1
Kentucky Magoffin County,Severe Ice Storm,2009,2
Kentucky Magoffin County,Severe Ice Storm,2021,1
Kentucky Magoffin County,Severe Storm(s),1984,1
Kentucky Magoffin County,Severe Storm(s),1997,1
Kentucky Magoffin County,Severe Storm(s),1998,2
Kentucky Magoffin County,Severe Storm(s),2002,2
